_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfiBWDpwoDd3JqG3Xnx,1357,0.5,0,arrowT,practice,3,2,0,,1,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiBWtdai8Njegt-V7i,1369,0.5,3,blobT,practice,3,1,0,,0,blob_and_arrow,AD,0,,ArrowLeft,none,1,,7,1,1
-MfiBY-R6Z9TYBLSyE0v,4241,0.5,6,arrowT,practice,3,3,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,2,,10,0,1
-MfiBZuRtZweeo321fdX,4789,0.5,0,arrowT,practice,3,4,0,,1,blob_and_arrow,AD,0,,ArrowRight,arrowT,3,,7,0,1
-MfiBa5-XHUGXmcvp3tn,1820,0.5,7,arrowT,practice,3,5,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,4,,10,0,1
-MfiBb5oqNcZSjdSnM5I,1129,0.5,2,arrowT,practice,3,6,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,5,,4,0,1
-MfiBcQYBuHZWbK5e_x-,2413,0.5,2,arrowT,practice,3,7,0,,1,blob_and_arrow,AD,0,,ArrowRight,arrowT,6,,7,0,1
-MfiBdetiqocghjtmjSM,2056,0.5,2,blobT,practice,3,8,0,,1,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiBfMg3vajaGhm-zHP,3945,0.5,2,arrowT,practice,3,9,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,7,1,1
-MfiBgYNO8xZNcA2PTXD,1832,0.5,1,arrowT,practice,3,10,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,2,,7,0,1
-MfiBhqokU2lpKWFggR1,2333,0.5,5,blobT,experiment,3,11,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,7,1,1
-MfiBjFFtkYJuNZJqOLs,2705,0.5,3,blobT,experiment,3,12,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,4,0,1
-MfiBkNaLki7fILgeT0u,1609,0.5,0,blobT,experiment,3,13,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,3,,7,0,1
-MfiBlRWBnPmqMk1Yp0P,1337,0.5,2,blobT,experiment,3,14,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,4,,4,0,1
-MfiBmYkE1Czby2Mqg1h,1542,0.5,6,arrowT,experiment,3,15,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,1,,7,1,1
-MfiBnmaIe0neXnd8NRK,2016,0.5,1,arrowT,experiment,3,16,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiBp7wOOPvZzSpuhZO,2505,0.5,7,arrowT,experiment,3,17,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,3,,10,0,1
-MfiBqPzM0sHkPpvhJbj,2232,0.5,0,arrowT,experiment,3,18,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,4,,7,0,1
-MfiBrWrRJWzo9vdslro,1530,0.5,5,blobT,experiment,3,19,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,7,1,1
-MfiBsrvKVj8yAK9wOCo,2500,0.5,0,blobT,experiment,3,20,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,2,,7,0,1
-MfiBtxhFjIQYl15GeYU,1460,0.5,3,arrowT,experiment,3,21,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,7,1,1
-MfiBv6bDor9OJZH6f-7,2714,0.5,2,arrowT,experiment,3,22,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiBwNoHH_v9_6Mgl5T,2165,0.5,2,arrowT,experiment,3,23,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,3,,10,0,1
-MfiBxPukjPAokZrPp96,1219,0.5,4,arrowT,experiment,3,24,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,4,,7,0,1
-MfiByNgQEKgXawJXIUP,925,0.5,3,arrowT,experiment,3,25,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,5,,4,0,1
-MfiBzWEhvUaFiXGQ-WU,1631,0.5,3,blobT,experiment,3,26,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiC-e2v7dmSGq5lNRj,2646,0.5,3,arrowT,experiment,3,27,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,10,1,1
-MfiC0jghypO_jp2O422,1436,0.5,8,arrowT,experiment,3,28,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,2,,10,0,1
-MfiC1nj-MpcXqd1t2W4,1339,0.5,6,arrowT,experiment,3,29,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,3,,10,0,1
-MfiC3AhWBt529yuhO1v,2617,0.5,1,blobT,experiment,3,30,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,7,1,1
-MfiC3yHxEG5TQUon4OO,1220,0.5,1,arrowT,experiment,3,31,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiC5-GXAv6qbuD1cPW,1207,0.5,0,blobT,experiment,3,32,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiC65EprTAhdESnkiP,1469,0.5,0,arrowT,experiment,3,33,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiC7-Evyqh64_NvlDj,1695,0.5,1,arrowT,experiment,3,34,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,2,,10,0,1
-MfiC8AoXVJ2Rbk3_8Yz,1821,0.5,8,arrowT,experiment,3,35,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,3,,10,0,1
-MfiC9F0CEHDewUDK-Lb,1352,0.5,0,arrowT,experiment,3,36,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,4,,7,0,1
-MfiCAQ8chPRcBmrlhUY,1797,0.5,6,arrowT,experiment,3,37,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,5,,7,0,1
-MfiCBIrw6Hnn9rKf1TK,1613,0.5,1,arrowT,experiment,3,38,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,6,,4,0,1
-MfiCCXeHvGXe4AJcF1h,3028,0.5,0,blobT,experiment,3,39,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,10,1,1
-MfiCDldAOHOFi5fnns5,2036,0.5,2,blobT,experiment,3,40,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,7,0,1
-MfiCF-wLHMeSmq-Ghyw,2057,0.5,0,blobT,experiment,3,41,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,3,,4,0,1
-MfiCGGNk3n9PQSneJH8,2134,0.5,9,blobT,experiment,3,42,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,4,,10,0,1
-MfiCHRCZTkGHfaO2pGp,1784,0.5,6,arrowT,experiment,3,43,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,7,1,1
-MfiCIl88_9pGywqR0XC,2433,0.5,2,arrowT,experiment,3,44,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,2,,10,0,1
-MfiCK1MdQNNMBUy6mkc,2175,0.5,5,arrowT,experiment,3,45,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,3,,10,0,1
-MfiCL-uMv8LKZDbfIlG,989,0.5,2,arrowT,experiment,3,46,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,4,,4,0,1
-MfiCM5iqYqm2jkMLCqy,1452,0.5,1,blobT,experiment,3,47,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiCNF9mMUnq-Kl16Zj,1682,0.5,2,blobT,experiment,3,48,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,2,,7,0,1
-MfiCOKII3GEUDr76vhN,1403,0.5,3,arrowT,experiment,3,49,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiCPYwyh6qJI_yn3_q,2014,0.5,7,blobT,experiment,3,50,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,10,1,1
-MfiCQa9uu2yoWIZjgyB,1215,0.5,0,arrowT,experiment,3,51,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiCRnQRsZGuEmLzFRs,1938,0.5,0,blobT,experiment,3,52,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,1,,10,1,1
-MfiCSoJB9iyXmARwtF4,1137,0.5,2,blobT,experiment,3,53,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,10,0,1
-MfiCTuzAMgJEwEW_lWF,1503,0.5,9,blobT,experiment,3,54,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,3,,10,0,1
-MfiCV0I0aaegvkee8p9,1482,0.5,4,arrowT,experiment,3,55,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,7,1,1
-MfiCWRoLtAARtfkaKjk,2837,0.5,4,blobT,experiment,3,56,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,7,1,1
-MfiCXaK6Go47HiFHacW,1701,0.5,1,blobT,experiment,3,57,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,4,0,1
-MfiCYgnTlMzJ1qImMcS,1508,0.5,0,blobT,experiment,3,58,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,3,,4,0,1
-MfiCZhyrVXiRlBt4Pft,1155,0.5,3,blobT,experiment,3,59,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,4,,7,0,1
-MfiC_x5l9BwSoWwK_IP,2046,0.5,0,blobT,experiment,3,60,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,5,,7,0,1
-MfiCb81_OEVbDMJ_wYQ,1852,0.5,2,arrowT,experiment,3,61,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,1,,10,1,1
-MfiCcQFQg6lI6BzXKP5,2246,0.5,2,arrowT,experiment,3,62,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,2,,10,0,1
-MfiCdTu62rkIz8svIph,1320,0.5,3,arrowT,experiment,3,63,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,3,,4,0,1
-MfiCf1ufxrShgklCe6D,3376,0.5,4,blobT,experiment,3,64,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,7,1,1
-MfiCgUUv1Zn7dU13kjP,2901,0.5,0,blobT,experiment,3,65,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,10,0,1
-MfiChYY95J27Q6jQMRv,1336,0.5,3,arrowT,experiment,3,66,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiCiaH0I6GeZXozRqC,1252,0.5,2,arrowT,experiment,3,67,0,,0,blob_and_arrow,AD,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiCjd8P1_CcgAdmTA-,1259,0.5,2,blobT,experiment,3,68,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,7,1,1
-MfiCkkWPwi7dJSoQO5S,1557,0.5,3,blobT,experiment,3,69,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,2,,7,0,1
-MfiClw8eiasj0t58okw,1826,0.5,8,blobT,experiment,3,70,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,3,,10,0,1
-MfiCnAxe_NoSbR1FBWQ,2079,0.5,0,blobT,experiment,3,71,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,4,,4,0,1
-MfiCoOYFOhRPyHQIeku,1941,0.5,0,blobT,experiment,3,72,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,5,,7,0,1
-MfiCplSdy_Vi-SkTitJ,2612,0.5,1,arrowT,experiment,3,73,0,,0,blob_and_arrow,AD,0,,ArrowRight,blobT,1,,4,1,1
-MfiCqzwIzmwnc8jM4WX,2012,0.5,2,blobT,experiment,3,74,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,4,1,1
-MfiCsNOto6ZPyTOs3kB,2651,0.5,0,arrowT,experiment,3,75,0,,0,blob_and_arrow,AD,0,,ArrowLeft,blobT,1,,10,1,1
-MfiCtRA3o-KIhnHs2F8,1318,0.5,2,blobT,experiment,3,76,0,,0,blob_and_arrow,AD,0,,ArrowRight,arrowT,1,,4,1,1
