_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfiVqINRhzptggW4tQR,2637,0.5,1,blobT,practice,3,1,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,none,1,,4,1,1
-MfiVrmpvD1aT7xLJ3M1,3303,0.5,3,arrowT,practice,3,2,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,1,,10,1,1
-MfiVswg-Qx0W-rWTcXu,1688,0.5,0,blobT,practice,3,3,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,7,1,1
-MfiVuLQ971okMmyGmKD,2716,0.5,5,blobT,practice,3,4,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,2,,10,0,1
-MfiVvgtSDKdGrzVqsC3,2510,0.5,4,blobT,practice,3,5,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,3,,7,0,1
-MfiVwtZzrTMD2cO7AvD,1875,0.5,7,arrowT,practice,3,6,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,1,,10,1,1
-MfiVyKKRY3T24uQaYOp,2848,0.5,1,blobT,practice,3,7,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,4,1,1
-MfiVzZTrsj87dehYd4k,2033,0.5,2,blobT,practice,3,8,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,2,,4,0,1
-MfiW-x2mrWP0nGrK6ld,2648,0.5,6,arrowT,practice,3,9,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,1,,7,1,1
-MfiW142qT92qzcC1Nzx,1585,0.5,8,arrowT,practice,3,10,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,2,,10,0,1
-MfiW2T4bbBkH1hAz748,2666,0.5,6,blobT,experiment,3,11,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,7,1,1
-MfiW3nZwrSJPU8cHpoR,2452,0.5,3,blobT,experiment,3,12,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,2,,4,0,1
-MfiW5Gf9J47XRN4IF_l,2989,0.5,0,blobT,experiment,3,13,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,3,,4,0,1
-MfiW6QeF16WquOuwOtG,1724,0.5,6,blobT,experiment,3,14,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,4,,7,0,1
-MfiW7nEVvOVCqWgTOET,2579,0.5,7,blobT,experiment,3,15,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,5,,10,0,1
-MfiW8tCxjf62lzKKEDv,1459,0.5,0,arrowT,experiment,3,16,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,1,,4,1,1
-MfiW9pzitYQuG-kwIep,1871,0.5,0,arrowT,experiment,3,17,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,2,,10,0,1
-MfiWBr2oZRF5lf3ZBgt,5231,0.5,1,arrowT,experiment,3,18,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,3,,4,0,1
-MfiWDFG-4HopriLVEZU,3688,0.5,4,blobT,experiment,3,19,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,7,1,1
-MfiWEq8gwiwiSTa9R3r,3508,0.5,2,blobT,experiment,3,20,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,2,,7,0,1
-MfiWG54fCH7sMo6vViz,2093,0.5,3,blobT,experiment,3,21,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,3,,4,0,1
-MfiWHFuPhAdoPSd8GEA,1762,0.5,0,blobT,experiment,3,22,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,4,,4,0,1
-MfiWIqXBAhDnoQQsDFk,3469,0.5,2,arrowT,experiment,3,23,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,1,,4,1,1
-MfiWJyuDj49buaVLoeM,2614,0.5,0,blobT,experiment,3,24,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,10,1,1
-MfiWMBe9gg0EMudjA7i,6063,0.5,5,blobT,experiment,3,25,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,2,,7,0,1
-MfiWNM4zi-d61DDXhVa,1754,0.5,1,arrowT,experiment,3,26,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,blobT,1,,4,1,1
-MfiWO_SEgwDVpK3oUz4,1994,0.5,3,arrowT,experiment,3,27,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiWPlfrdV3wKvIFT_f,1863,0.5,2,blobT,experiment,3,28,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiWQwpAdobWuY2Hpas,1780,0.5,2,arrowT,experiment,3,29,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,blobT,1,,4,1,1
-MfiWSky5kfXCWc7uNWn,4405,0.5,6,arrowT,experiment,3,30,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiWTyzP9MBgrmmYNDQ,1966,0.5,5,arrowT,experiment,3,31,0,,0,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowLeft,arrowT,3,,7,0,1
-MfiWVqe_Oqb7I-KAcPj,4647,0.5,2,blobT,experiment,3,32,0,,1,blob_and_arrow,A2H1QUGX0SOUMH,0,,ArrowRight,arrowT,1,,7,1,1
