_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfiBS9uIEAqGZGA4iT5,3597,0.5,0,blobT,practice,3,1,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,none,1,,4,1,1
-MfiBXCb29ViqUDGtKsu,3717,0.5,5,arrowT,practice,3,2,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,1,,10,1,1
-MfiBZHknHszoOd6IBfO,5504,0.5,4,arrowT,practice,3,3,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,2,,7,0,1
-MfiB_XVah8A6W4Unq4M,2074,0.5,3,arrowT,practice,3,4,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,3,,7,0,1
-MfiBahUmJPpmkQYgMHS,1774,0.5,1,arrowT,practice,3,5,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,4,,4,0,1
-MfiBc0kSMTPuCiMwWpV,2384,0.5,3,blobT,practice,3,6,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,1,,4,1,1
-MfiBdMqdxuU5aToD5f0,2506,0.5,3,arrowT,practice,3,7,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,1,,4,1,1
-MfiBf4D_RlemWsvBnhO,3991,0.5,5,blobT,practice,3,8,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,arrowT,1,,7,1,1
-MfiBgeiqK1Oty3limao,3490,0.5,2,arrowT,practice,3,9,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,1,,10,1,1
-MfiBhzyQ1HsBGFW9N_m,2425,0.5,0,blobT,practice,3,10,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,1,,4,1,1
-MfiBjGDhyQbB06_79bH,2193,0.5,0,blobT,experiment,3,11,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,2,,7,0,1
-MfiBk6yT3uJRPlSfMDI,487,0.5,5,blobT,experiment,3,12,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,3,,10,0,1
-MfiBlBiAeqIEQmReG0x,1394,0.5,3,blobT,experiment,3,13,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,4,,4,0,1
-MfiBmIW0VgLd8-AH2zY,1522,0.5,0,arrowT,experiment,3,14,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,1,,7,1,1
-MfiBngTDyXolOddPOHk,2656,0.5,3,blobT,experiment,3,15,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,arrowT,1,,4,1,1
-MfiBoyOmd75_VaFl5C1,2228,0.5,0,arrowT,experiment,3,16,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,1,,10,1,1
-MfiBqGU0VIT6WhDCr3B,2303,0.5,3,blobT,experiment,3,17,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,1,,7,1,1
-MfiBrdGn829ectneUT3,2605,0.5,5,blobT,experiment,3,18,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,2,,10,0,1
-MfiBssDWIM5QC0lxq10,2031,0.5,3,blobT,experiment,3,19,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,3,,7,0,1
-MfiBu9B6WKniS-7VnKs,2215,0.5,0,blobT,experiment,3,20,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,4,,7,0,1
-MfiBvOG0juR3LoamQ65,2057,0.5,8,blobT,experiment,3,21,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,blobT,5,,10,0,1
-MfiBwSCeS_cY7YqsR_y,1345,0.5,1,arrowT,experiment,3,22,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,1,,4,1,1
-MfiBxZSANYZVduuGSDn,1546,0.5,1,blobT,experiment,3,23,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,1,,10,1,1
-MfiByIvipaE_UIa08tJ,27,0.5,0,arrowT,experiment,3,24,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,blobT,1,,4,1,1
-MfiBz8SbiRwJCfSe356,405,0.5,5,arrowT,experiment,3,25,0,,0,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowLeft,arrowT,2,,7,0,1
-MfiBzyhDzcHqwTtCrTk,394,0.5,6,arrowT,experiment,3,26,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,3,,10,0,1
-MfiC-pRrFakGwpbpYu2,490,0.5,0,arrowT,experiment,3,27,0,,1,blob_and_arrow,ADA1TW2BZRRS874Z,0,,ArrowRight,arrowT,4,,7,0,1
