Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",5,4.15,Oxford University Press,Paperback,360,2006,1976,2022/05/28,2022/05/07,"science, classics, biology, favorites","science (#22), classics (#14), biology (#2), favorites (#9)",read,,,,1,0
22826126,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""0062190377""","=""9780062190376""",4,4.00,HarperCollins Publishers,Hardcover,867,2015,2015,2019/10/09,2019/08/30,"science-fiction, favorites","science-fiction (#11), favorites (#8)",read,"Abrogate, Abutment, Actuate, Acute, Ad hoc, Addled, Adit, Adjunct, Ado, Advocate, Aegis, Aghast, Albedo, Allay, Ambient, Ambivalent, Amenable, Amenity, Amnesty, Amniocentesis, Amoeba, Ample, Animus, Annex, Anomalous, Antediluvian, Anthenaeum, Antiquate, Aphorism, Apogee, Apologist, Archipelago, Artisanal, Askance, Assiduous, Athwart, Atomize, Attrition, Aural, Austere, Autochthonous, Avail, Azure<br/><br/>Baleful, Balmy, Bandied, Barbican, Barometer, Baroque, Bazaar, Bedevil, Beggar, Belabor, Belie, Bely, Bemuse, Bereave, Bereaved, Bestride, Bight, Bilious, Blight, Blithe, Bloc, Bogey, Bolide, Bridle, Brook Bulkhead, Bumpkin, Burgeon, Burnish, Byzantine<br/><br/>Cadge, Cagey, Cairn, Cant, Carabiner, Carom, Carrel, Caste, Caulk, Cede, Celibate, Cerebration, Charismatic, Circuitous, Claque, Clause, Cleft, Clique, Cloister, Cloying, Collegiate, Comely, Commodity, Competency, Concate, Concatenate, Concatenation, Concentric, Conflation, Conjugal, Consolidate, Conspiracy, Consternation, Construct, Construe, Converse, Convolution, Cornucopia, Corrugated, Cosmopolitan, Couched, Countervailing, Coup, Coutenance, Coy, Criticality, Cultivate, Curator, Cursory, Curtail, Cynical,<br/><br/>Dalliance, Debouch, Decamp, Delineate, Delphic, Delude. Demur, Denote, Denude, Deprecating, Deputize, Desultory, Dias, Diffident, Dignitary, Digress, Diktat, Diligent, Diminutive, Dint, Discomfit, Discreet, Dispensation, Disposition, Disseminate, Dissertation, Diverticulitis, Divulge, Docile, Dogma, Draconian, Dragoon,<br/><br/>Ecstatic, Edict, Eke, Eleemosynary, Elide, Emblazon, Emollient, Empennage, Encroach, Ephemera, Eschew, Espionage, Estuary, Evanescent, Eviscerate, Exfoliate, Exodus, Expedient, Exploit, Expropriation, Extraneous<br/><br/>Factitious, Fait accompli, Ferment, Fetter, Flack, Flagship, Flange, Flocculent, Flout, Flummox, Foist, Folly, Forsaken, Fortnight, Fraternize, Fratricide, Fraught<br/><br/>Gambit, Ganged, Gasket, Gawky, Geodesic, Glam, Globule, Grep, Gripe, Grizzled, Gulag<br/><br/>Harebrained, Hermetic, Hiatus, hoc, Humility, Husband, Hyperacute<br/><br/>Ignoramus, Impertinent, Implicit, Incandescent, Inculcate, Indistinct, Ineluctable, Inert, Inquest, Insuperable, Insurrection, Intercede, Interlocutor, interlocutor, Intersperse, Interstitial, Inured, Inveterate, Ire, Iridescent, Irony<br/><br/>Jocular, Junket<br/><br/>Kaffeeklatsch<br/><br/>Lambent. Latency, Latent, Latrine, Lattice, Latticework, Laurel, Laypersons, Legion, Leisure, Libration, Liminal, Littoral, Locale, Lull, Lumbar<br/><br/>Maculate, Maelstrom, Magnate, Manifold, Matrix, Matron, Maul, Mazy, Melange, Menace, Menagerie, Metallurgy, Mezzanine, Minatory, Misgiving, Moil, Molest, Monochromatic, Mores, Mutatis mutandis,<br/><br/>Narcissistic, Nimbus, Nuance<br/><br/>Obloquy, Obnoxious, Olfactory, Opiate<br/><br/>Pageantry, Palatial, Pall, Panacea, Paradigm, Parlay, Parley, Pedigree, Pellucid, Penal, Penumbra, Peremptory, Perigee, Peroration, Peruse, Phalanx, Pilaster, Pith, Plausible, Pleat, Plume, Poignant, Polity, Polyphony, Ponderous, Populous, Portend, Precept, Precinct, Precursor, Predilection, Premeditation, Premonition, Pretense, Privy, Proclaim, Profligate, Progeny, Prominent, Promulgate, Pronunciamento, Prose, Prosecute, Proxy, Pucker, Puckish, Pundit, Punitive, Purport, Pyrrhic<br/><br/>Quaff, Quibble, Quiescent, Quizzical<br/><br/>Rambunctious, Rampart, Ramrod, Reckoning, Recrimination, Relent, Remit, Renaissance, Repose, Repugnant, Ropy, Rote, Roughewn, Roundabout, Rube, Rusticle<br/><br/>Sadomasochist, Salvo, Scape, Secrete, Secular, Sedate, Semblance, Seminal, Shill, Shirty, Siphon, Skein, Snarky, Snide, Sod, Solace, Soliloquy, Sop, Sough, Spate, Sporadic, Sprightly, Spry, Stark, Staunchly, Stead, Strait, Strife, Subsume, Subtend, Sunder, Surmise, Svelte, Swath, Sycophantic, Synecdoche<br/><br/>Tabloid, Talus, Tantalize, Tapestry, Tatterdemalion, Tedious, Telegraph, Tenor, Theocracy, Tonality, Transgression, Tribulation, Triptych, Troglodyte, Truncate, Truncation, Turnpike, <br/><br/>Undermine, Ungainly, Utilitarian<br/><br/>Vagary, Vanguard, Vestigial, Veto, Victual, Vis-a-vis, Vista, Vocation, Vortices<br/><br/>Wallow, Warren, Whinge, Wily, Witticism, Woolgather, Wrought<br/><br/>Zeitgeist",,,1,0
42086897,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""1473680336""","=""9781473680333""",5,4.15,John Murray,Paperback,308,2019,2019,2019/12/15,2019/10/26,"science, science-fiction, favorites","science (#8), science-fiction (#23), favorites (#7)",read,"Trope, ford",,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.16,Simon & Schuster,Hardcover,630,2011,2011,2020/10/04,2020/10/09,"business, favorites","business (#3), favorites (#6)",read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,2021/06/10,2021/06/03,"classics, science-fiction, favorites","classics (#8), science-fiction (#27), favorites (#5)",read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.98,Signet Classics,Mass Market Paperback,128,1996,1945,2021/08/17,2021/08/15,"classics, favorites","classics (#10), favorites (#4)",read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.38,Vintage,Paperback,512,2015,2011,2021/09/04,2021/08/17,"science, history, favorites","science (#16), history (#5), favorites (#3)",read,,,,1,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",5,4.39,Random House,Mass Market Paperback,365,2002,1980,2022/05/07,2022/03/23,"science, classics, favorites","science (#18), classics (#13), favorites (#2)",read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",5,3.86,Penguin Books,Paperback,489,2003,1859,2022/06/20,2022/05/28,"classics, literature, favorites","classics (#16), literature (#2), favorites (#1)",read,,,,1,0
83763,Prey,Michael Crichton,"Crichton, Michael",,"=""0061015725""","=""9780061015724""",3,3.77,Avon,Paperback,507,2004,2002,2019/02/17,2019/02/15,science-fiction,science-fiction (#4),read,"New Vocabulary<br/><br/>Monastic: relating to monks, nuns or others or the buildings in which they live.  ""the room was monastic..."" - simple/conventional, like a monk's room<br/><br/>Bluntness: a quality meaning uncompromisingly forthright or straightforward.  ""An engineer's bluntness.""<br/><br/>Perforations: a hole made by boring or piercing.  ""the glass had little perforations."" - small holes<br/><br/>Ubiquitous: present, appearing, or found everywhere.  ""his ubiquitous Walkman..."" - Walkmans are very common a lot of people own them<br/><br/>Endowed: to provide with a quality, ability, or asset.  ""had to be endowed with rudimentary intelligence."" - given an intelligence<br/><br/>Sinuous: having many curves or turns.  ""In a kind of sinuous movement.""<br/><br/>Intermittently: at irregular intervals; not continuously or steadily.  ""And, intermittently, the cloud began to thin out."" - it thinned at irregular time intervals<br/><br/>Superimposed: placed/ laid over something else, typically so that both things are still evident.  ""a series of superimposed rhythms."" - the swarm is moving in rhythms that fit over each other.<br/><br/>Undulate: move or go in a smooth up and down motion.  ""Watching the cloud swirl and undulate as it came closer.""<br/><br/>Obsequious: obedient or attentive to an excessive degree.  ""Ricky was obsequious to management...""  - overly eager to please everyone<br/><br/>Modality: a particular mode in which something exists or is experienced or expressed.  ""Their main sensory modality is vision.""  - the mode in which they experience the world is vision<br/><br/>Vigilance: the action/state of keeping careful watch for possible danger or difficulties.  ""Large numbers of animals increased vigilance.""<br/><br/>Stymie: prevent or hinder the progress of.  ""these predators were stymied.""<br/><br/>Pantomime: an entertainment in which performers express meaning through gestures.  ""They were pantomiming something else.""  <br/><br/>Confluence: the act of process of merging.  ""a confluence of chance events"" - A merging<br/><br/>Laconic: using very few words.  ""won't work Jack, Ricky said laconically.""",,,1,0
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",3,3.54,Crown Publishing ,Hardcover,355,2015,2015,,2018/06/27,science-fiction,science-fiction (#15),read,,,,1,0
40425,"Tarzan of the Apes (Tarzan, #1)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",Vincent,"=""0809599813""","=""9780809599813""",3,3.90,Aegypan Books,Paperback,324,2003,1912,,2017/11/16,,,read,,,,1,0
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,"Yancey, Rick",,"=""0399162410""","=""9780399162411""",3,4.02,G.P. Putnam's Sons Books for Young Readers,Hardcover,457,2013,2013,2016/08/15,2016/03/18,young-adult-fiction,young-adult-fiction (#27),read,,,,1,0
1190178,Second to None: The Roberto Alomar Story,Stephen Brunt,"Brunt, Stephen",,"=""067084795X""","=""9780670847952""",2,3.06,Viking,Hardcover,219,1993,,,2017/12/01,,,read,,,,1,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",3,4.21,Bantam Books,Hardcover,224,2004,1950,,2017/05/06,science-fiction,science-fiction (#16),read,,,,1,0
58107,Bobby Fischer Teaches Chess,Bobby Fischer,"Fischer, Bobby","Stuart Margulies, Don Mosenfelder","=""0553263153""","=""9780553263152""",5,4.03,Bantam,Paperback,352,1982,1966,,2022/06/11,chess,chess (#2),read,,,,1,0
6195507,The Handbook of Medical Image Perception and Techniques,Ehsan Samei,"Samei, Ehsan",Elizabeth A. Krupinski,"=""0521513928""","=""9780521513920""",5,4.50,Cambridge University Press,Hardcover,436,2010,2009,2022/06/11,2022/06/06,"science, psychology","science (#27), psychology (#1)",read,,,,1,0
1933121,"Twister on Tuesday (Magic Treehouse, #23)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0439316480""","=""9780439316484""",4,3.95,Random House Childrens Books,Paperback,71,2001,2001,,2022/05/29,young-adult-fiction,young-adult-fiction (#72),read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",4,3.99,"Scholastic, Inc.",Paperback,176,1999,1999,,2022/05/29,young-adult-fiction,young-adult-fiction (#71),read,,,,1,0
43702538,Physics for the IB Diploma Coursebook with Cambridge Elevate Enhanced Edition (2 Years),K.A. Tsokos,"Tsokos, K.A.",,"=""1316637778""","=""9781316637777""",4,2.40,Cambridge University Press,Paperback,566,2017,,,2022/05/29,"physics, science","physics (#2), science (#26)",read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.29,Disney Hyperion Books,Paperback,377,2006,2005,2018/07/24,2018/07/30,young-adult-fiction,young-adult-fiction (#58),read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2016/03/18,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.56,Scholastic,Paperback,734,2002,2000,,2016/03/18,,,read,,,,1,0
144350,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,"Flanagan, John",,"=""0399244573""","=""9780399244575""",4,4.35,Viking Books for Young Readers,Hardcover,294,2008,2006,,2016/03/18,young-adult-fiction,young-adult-fiction (#24),read,,,,1,0
127823,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,"Flanagan, John",,"=""0399244565""","=""9780399244568""",4,4.24,Viking Books for Young Readers,Hardcover,266,2007,2005,,2016/03/18,young-adult-fiction,young-adult-fiction (#23),read,,,,1,0
144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,"Flanagan, John",,"=""0399244557""","=""9780399244551""",4,4.31,Viking Books for Young Readers,Hardcover,262,2006,2005,,2016/03/18,young-adult-fiction,young-adult-fiction (#22),read,,,,1,0
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""0061448761""","=""9780061448768""",5,3.86,Katherine Tegen Books,Hardcover,560,2008,2008,,2017/05/06,young-adult-fiction,young-adult-fiction (#42),read,,,,1,0
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,"Flanagan, John",,"=""0142406635""","=""9780142406632""",5,4.24,Puffin Books,Paperback,249,2006,2004,,2016/03/18,young-adult-fiction,young-adult-fiction (#21),read,,,,1,0
24055,"Escape (Island, #3)",Gordon Korman,"Korman, Gordon",,"=""0439164524""","=""9780439164528""",3,3.95,Scholastic,Paperback,144,2001,2001,,2018/03/18,young-adult-fiction,young-adult-fiction (#56),read,,,,1,0
24049,"Survival (Island, #2)",Gordon Korman,"Korman, Gordon",,"=""0439164575""","=""9780439164573""",3,3.89,Scholastic Paperbacks,Paperback,144,2001,2001,,2015/10/18,,,read,,,,1,0
1025223,"Shipwreck (Island, #1)",Gordon Korman,"Korman, Gordon",,"=""0439164567""","=""9780439164566""",4,3.82,Scholastic Inc.,Paperback,144,2001,2001,,2015/10/18,,,read,,,,1,0
59263,"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud,"Stroud, Jonathan",,"=""0786836547""","=""9780786836543""",4,4.11,"Little, Brown Books for Young Readers",Paperback,562,2006,2004,,2016/08/15,young-adult-fiction,young-adult-fiction (#32),read,,,,1,0
22074194,The Island of Fire (The Unwanteds #3),Lisa McMann,"McMann, Lisa",,"=""""","=""""",4,4.40,Aladdin,Hardcover,464,2013,2013,2015/02/23,2015/02/21,young-adult-fiction,young-adult-fiction (#8),read,,,,1,0
18801978,"Island of Legends (Unwanteds, #4)",Lisa McMann,"McMann, Lisa",,"=""""","=""""",4,4.37,Aladdin,Kindle Edition,400,2014,2014,2015/03/05,2015/03/05,young-adult-fiction,young-adult-fiction (#9),read,,,,1,0
22546129,"Island of Shipwrecks (Unwanteds, #5)",Lisa McMann,"McMann, Lisa",,"=""1442493313""","=""9781442493315""",4,4.40,Aladdin,Hardcover,464,2015,2015,2015/03/14,2015/03/05,young-adult-fiction,young-adult-fiction (#10),read,,,,1,0
22168009,"Fablehaven (Fablehaven, #1)",Brandon Mull,"Mull, Brandon",,"=""8499188737""","=""9788499188737""",5,4.12,Roca Editorial,Paperback,304,2014,2006,2015/03/22,2015/03/22,young-adult-fiction,young-adult-fiction (#11),read,,,,1,0
1691582,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,"Mull, Brandon",Brandon Dorman,"=""""","=""""",5,4.17,Aladdin,Paperback,435,2008,2007,2015/03/26,2015/03/25,young-adult-fiction,young-adult-fiction (#12),read,,,,1,0
30518478,"Wrath of the Storm (Mark of the Thief, #3)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""0545562074""","=""9780545562072""",4,4.16,Scholastic Press,Hardcover,343,2017,2017,,2017/05/06,young-adult-fiction,young-adult-fiction (#41),read,,,,1,0
29069989,"Harry Potter and the Cursed Child, Parts 1 & 2 (Harry Potter #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""1338099132""","=""9781338099133""",3,3.51,Arthur A. Levine Books,Hardcover,327,2016,2016,,2016/08/22,,,read,,,,1,0
27882936,"The Haunter (Goosebumps Most Wanted Special Edition, #4)",R.L. Stine,"Stine, R.L.",,"=""0545825458""","=""9780545825450""",4,3.97,Scholastic Paperbacks,Paperback,175,2016,2016,,2017/05/06,young-adult-fiction,young-adult-fiction (#53),read,,,,1,0
26891484,"The Ghostfaces (Brotherband Chronicles, #6)",John Flanagan,"Flanagan, John",,"=""0399163573""","=""9780399163579""",4,4.40,Philomel Books,Hardcover,400,2016,2016,,2016/08/22,young-adult-fiction,young-adult-fiction (#34),read,,,,1,0
25582867,"Rise of the Wolf (Mark of the Thief, #2)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""054556204X""","=""9780545562041""",4,4.11,Scholastic Press,Hardcover,352,2016,2016,,2017/05/06,young-adult-fiction,young-adult-fiction (#40),read,,,,1,0
24120519,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs,"Riggs, Ransom",,"=""159474758X""","=""9781594747588""",3,4.14,Quirk Books,Hardcover,458,2015,2015,,2017/05/06,young-adult-fiction,young-adult-fiction (#50),read,,,,1,0
23497854,"Island of Graves (Unwanteds, #6)",Lisa McMann,"McMann, Lisa",,"=""1442493364""","=""9781442493360""",4,4.47,Simon & Schuster,ebook,528,2015,2015,,2015/10/18,young-adult-fiction,young-adult-fiction (#20),read,,,,1,0
23718660,The Fate of Ten (I am Number Four #6),Pittacus Lore,"Lore, Pittacus",,"=""0062194771""","=""9780062194770""",5,4.30,HarperCollins,ebook,432,2015,2015,,2017/11/16,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc.,Paperback,652,2006,2005,,2016/03/18,,,read,,,,1,0
13228506,The Haunted Mask (Goosebumps Wanted),R.L. Stine,"Stine, R.L.",,"=""0545417937""","=""9780545417938""",4,4.05,Scholastic Paperbacks,Hardcover,231,2012,2012,,2017/05/06,young-adult-fiction,young-adult-fiction (#52),read,,,,1,0
17453187,"Mark of the Thief (Mark of the Thief, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""""","=""""",4,3.95,Scholastic Press,Kindle Edition,352,2015,2015,,2017/05/06,young-adult-fiction,young-adult-fiction (#39),read,,,,1,0
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",3,4.26,Delacorte Press,Hardcover,416,2015,2015,,2017/05/23,,,read,,,,1,0
15711420,"Forged (Taken, #3)",Erin Bowman,"Bowman, Erin",,"=""0062117327""","=""9780062117328""",3,4.04,HarperTeen,Hardcover,384,2015,2015,,2016/03/18,young-adult-fiction,young-adult-fiction (#30),read,,,,1,0
18089999,"Frozen (Taken, #2)",Erin Bowman,"Bowman, Erin",,"=""0062117297""","=""9780062117298""",3,3.96,HarperTeen,Hardcover,359,2014,2014,,2016/03/18,young-adult-fiction,young-adult-fiction (#29),read,,,,1,0
23164983,"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,"Riggs, Ransom",,"=""1594747350""","=""9781594747359""",3,4.06,Quirk Books,Paperback,412,2015,2014,,2017/05/06,young-adult-fiction,young-adult-fiction (#49),read,,,,1,0
11254850,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,"Mull, Brandon",,"=""1416997946""","=""9781416997948""",4,4.28,Aladdin,Hardcover,483,2012,2012,,2015/07/11,young-adult-fiction,young-adult-fiction (#17),read,,,,1,0
11044367,"Taken (Taken, #1)",Erin Bowman,"Bowman, Erin",,"=""0062117262""","=""9780062117267""",3,3.76,HarperTeen,Hardcover,360,2013,2013,,2016/03/18,young-adult-fiction,young-adult-fiction (#28),read,,,,1,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",4,3.61,HarperCollins Children's Book's,Hardcover,531,2013,2013,,2015/10/18,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",4,3.98,HarperCollins Children's Books,Hardcover,525,2012,2012,,2015/10/18,,,read,,,,1,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",4,3.92,Quirk,Hardcover,352,2011,2011,,2017/05/06,young-adult-fiction,young-adult-fiction (#48),read,,,,1,0
8811139,"Light (Gone, #6)",Michael  Grant,"Grant, Michael",,"=""0061449180""","=""9780061449185""",4,4.36,Katherine Tegen Books,Hardcover,411,2013,2013,,2017/05/06,young-adult-fiction,young-adult-fiction (#47),read,,,,1,0
8811134,"Fear (Gone, #5)",Michael  Grant,"Grant, Michael",,"=""0061449156""","=""9780061449154""",4,4.23,Katherine Tegen Books,Hardcover,509,2012,2012,,2017/05/06,young-adult-fiction,young-adult-fiction (#46),read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",5,4.15,Katherine Tegen Books,Paperback,487,2012,2011,,2015/10/18,,,read,,,,1,0
8306745,"A World Without Heroes (Beyonders, #1)",Brandon Mull,"Mull, Brandon",,"=""""","=""""",3,4.12,Aladdin,Hardcover,457,2011,2011,,2015/07/11,young-adult-fiction,young-adult-fiction (#16),read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",4,4.07,Scholastic Press,Hardcover,398,2010,2010,,2016/03/18,,,read,,,,1,0
6686101,"Plague (Gone, #4)",Michael  Grant,"Grant, Michael",,"=""0061449121""","=""9780061449123""",4,4.17,Katherine Tegen Books,Hardcover,494,2011,2011,,2017/05/06,young-adult-fiction,young-adult-fiction (#45),read,,,,1,0
6686092,"Lies (Gone, #3)",Michael  Grant,"Grant, Michael",,"=""""","=""""",4,4.08,HarperCollins ,Hardcover,447,2010,2010,,2017/05/06,young-adult-fiction,young-adult-fiction (#44),read,,,,1,0
7243142,"Keys to the Demon Prison (Fablehaven, #5)",Brandon Mull,"Mull, Brandon",,"=""1606412388""","=""9781606412381""",4,4.45,Shadow Mountain,Hardcover,593,2010,2010,,2015/07/11,young-adult-fiction,young-adult-fiction (#15),read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.31,Scholastic Press,Hardcover,391,2009,2009,,2016/03/18,,,read,,,,1,0
5047880,"Hunger (Gone, #2)",Michael  Grant,"Grant, Michael",,"=""""","=""""",4,4.02,Katherine Tegen Books,Hardcover,590,2009,2009,,2017/05/06,young-adult-fiction,young-adult-fiction (#43),read,,,,1,0
5217282,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,"Mull, Brandon",,"=""1606410423""","=""9781606410424""",4,4.38,Shadow Mountain,Hardcover,535,2009,2009,,2015/07/11,young-adult-fiction,young-adult-fiction (#14),read,,,,1,0
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,"Riordan, Rick",,"=""0545060397""","=""9780545060394""",3,3.86,"Scholastic, Inc.",Hardcover,220,2008,2008,,2017/05/06,young-adult-fiction,young-adult-fiction (#51),read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.28,Houghton Mifflin,Paperback,366,2002,1937,,2018/08/03,,,read,,,,1,0
114954,"The Opal Deception (Artemis Fowl, #4)",Eoin Colfer,"Colfer, Eoin",Hviezdoslav Herman,"=""""","=""9781423103998""",4,4.05,Miramax Books,Paperback,416,2009,2005,,2017/05/06,young-adult-fiction,young-adult-fiction (#38),read,,,,1,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",5,3.93,Seal Books,Paperback,460,2006,2001,,2017/05/06,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",4,3.86,Miramax,Paperback,396,2003,2001,,2017/05/06,young-adult-fiction,young-adult-fiction (#35),read,,,,1,0
227865,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,"Colfer, Eoin",Nathaniel Parker,"=""0141321318""","=""9780141321318""",4,4.05,Puffin,Paperback,329,2006,2003,,2017/05/06,young-adult-fiction,young-adult-fiction (#37),read,,,,1,0
7672,Congo,Michael Crichton,"Crichton, Michael",,"=""0060541830""","=""9780060541835""",4,3.62,Avon Books,Paperback,442,2003,1980,,2017/05/06,science-fiction,science-fiction (#17),read,,,,1,0
114955,"The Arctic Incident  (Artemis Fowl, #2)",Eoin Colfer,"Colfer, Eoin",Sian Melangell Dafydd,"=""""","=""""",3,3.96,Hyperion Books for Children,Paperback,398,2004,2002,,2017/05/06,young-adult-fiction,young-adult-fiction (#36),read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.88,Penguin Books,Paperback,103,2002,1937,,2017/05/06,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""""","=""""",4,4.38,Alfred A. Knopf,Hardcover,315,2012,2012,,2017/12/01,,,read,,,,1,0
27161189,"United as One (Lorien Legacies, #7)",Pittacus Lore,"Lore, Pittacus",,"=""0062387650""","=""9780062387653""",5,4.30,HarperCollins,Hardcover,449,2016,2016,2016/08/22,2016/08/15,young-adult-fiction,young-adult-fiction (#33),read,,,,1,0
23267628,"The Fever Code (The Maze Runner, #0.5)",James Dashner,"Dashner, James",,"=""0553513095""","=""9780553513097""",3,4.05,Delacorte Press,Hardcover,347,2016,2016,,2017/09/14,,,read,,,,1,0
21456821,"Scorpion Mountain (Brotherband Chronicles, #5)",John Flanagan,"Flanagan, John",,"=""044087081X""","=""9780440870814""",4,4.42,Yearling,Paperback,480,2014,2014,,2018/08/02,young-adult-fiction,young-adult-fiction (#67),read,,,,1,0
18667863,"Slaves of Socorro (Brotherband Chronicles, #4)",John Flanagan,"Flanagan, John",,"=""0399163557""","=""9780399163555""",4,4.39,Philomel Books,Hardcover,462,2014,2014,,2018/08/02,young-adult-fiction,young-adult-fiction (#66),read,,,,1,0
13589152,"The Hunters (Brotherband Chronicles, #3)",John Flanagan,"Flanagan, John",,"=""0399256210""","=""9780399256219""",4,4.45,Philomel Books,Hardcover,403,2012,2012,,2018/08/02,young-adult-fiction,young-adult-fiction (#65),read,,,,1,0
13003565,"The Invaders (Brotherband Chronicles, #2)",John Flanagan,"Flanagan, John",,"=""0399256202""","=""9780399256202""",4,4.39,Viking Books for Young Readers,Hardcover,429,2012,2012,,2018/08/02,young-adult-fiction,young-adult-fiction (#64),read,,,,1,0
10551947,"The Outcasts (Brotherband Chronicles, #1)",John Flanagan,"Flanagan, John",Angelika Eisold-Viebig,"=""0399256199""","=""9780399256196""",5,4.38,Philomel Books,Hardcover,434,2011,2011,,2018/08/02,young-adult-fiction,young-adult-fiction (#63),read,,,,1,0
