_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,ctr,cuestr,error,experiment,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfDbMxJ6DZEVdKnQ_Jh,1984,0.5,9,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfDbO0wqPBr7zPVgYBK,1386,0.5,15,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,2,,18,0,1
-MfDbPN34nkWC5ZMs3ah,2498,0.5,1,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,3,,18,0,1
-MfDbQY3lrmJnzsSPrg6,2790,0.5,2,smallsharpT,experiment,3,0,,1,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,1,,6,1,1
-MfDbSSACTN227LsBmeM,4808,0.5,0,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,2,,6,0,1
-MfDbTswABcp34ra0Whg,3861,0.5,16,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,3,,18,0,1
-MfDbVNYBRR6NGcum1T8,3112,0.5,7,smallsharpT,experiment,3,0,,1,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,4,,12,0,1
-MfDbWlIncXWR6-a9UG0,2671,0.5,5,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,5,,12,0,1
-MfDbXvvYSfzUnlO6paq,1767,0.5,4,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,6,,6,0,1
-MfDbYwQUBZKNGRwrHLO,2114,0.5,3,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfDb_9oHD1E91if_E52,2000,0.5,0,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,1,,6,1,1
-MfDbaU4X6u2-489welM,3379,0.5,4,smallsharpT,experiment,3,0,,1,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,2,,18,0,1
-MfDbc32M7N1XZDfngvI,3448,0.5,2,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfDbeQo9W-owo8rkjXb,6705,0.5,5,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfDbfqDIp4s1bqPjIdM,2767,0.5,0,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfDbhaA8DtADRV6YQcn,4147,0.5,2,smalldotT,experiment,3,0,,1,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,2,,6,0,1
-MfDbk824dUz146WpDH8,7417,0.5,0,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,3,,12,0,1
-MfDblLI8WelqtssGeCv,1923,0.5,1,smalldotT,experiment,3,0,,1,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,4,,6,0,1
-MfDbmyI-FWTMp-gtrVO,3643,0.5,10,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,5,,12,0,1
-MfDbo8YwsqfNNdS090X,2808,0.5,7,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smalldotT,6,,18,0,1
-MfDbq7v-L5Sjb-oxocB,5138,0.5,0,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfDbrk2I-jxmeFQN6SS,3581,0.5,0,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfDbtTIKudGdgVHphXO,5041,0.5,14,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfDbu_nlCbq4Mfgd_3B,1558,0.5,6,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,2,,12,0,1
-MfDbvZHFfrEvHw7dgDH,1981,0.5,5,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfDbx-9ZY-saCdxaTT6,2872,0.5,1,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfDbyte8YPr4hrKdMDF,4759,0.5,7,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfDc-cPvkFr4huchakS,4060,0.5,3,smallsharpT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,2,,18,0,1
-MfDc1FeIlFlYv2mUMAS,3667,0.5,0,smalldotT,experiment,3,0,,0,smallSharp_and_smallPointy,0,,ArrowLeft,smallsharpT,1,,6,1,1
