_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfaK1MSoe0iig1n4DIo,5700,0.5,2,smalldotT,practice,3,1,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,none,1,,12,1,1
-MfaK7jEIfI0E6ofexT5,2495,0.5,0,smallsharpT,practice,3,2,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaK8nvanPbMzdBGt-D,1391,0.5,5,smalldotT,practice,3,3,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfaKAgEOWoGEAW89mlB,4697,0.5,0,smallsharpT,practice,3,4,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaKCXUf05K2xV5j9IA,4565,0.5,8,smalldotT,practice,3,5,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaKEhYTXs-dK6vQ-gH,6828,0.5,11,smalldotT,practice,3,6,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,2,,18,0,1
-MfaKGpYCMUH_KvK_n5D,5687,0.5,5,smalldotT,practice,3,7,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,3,,12,0,1
-MfaKKzcB7Kf2hHz5AXr,14018,0.5,1,smallsharpT,practice,3,8,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,1,,12,1,1
-MfaKN3QdHayvSxqaVFo,5471,0.5,2,smalldotT,practice,3,9,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaKOkKoBaCJOm-hTwg,3901,0.5,17,smalldotT,practice,3,10,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,2,,18,0,1
-MfaKR0Uy4AegAy8XxiO,6253,0.5,5,smallsharpT,experiment,3,11,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaKSBjTVuViJetsFTB,1813,0.5,0,smallsharpT,experiment,3,12,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfaKU05r-vGi4F-W3ek,4444,0.5,8,smalldotT,experiment,3,13,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaKVWxxKt8Wn2wi2__,3191,0.5,6,smalldotT,experiment,3,14,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,2,,12,0,1
-MfaKX6nGXbsY7j9Xlih,3510,0.5,7,smallsharpT,experiment,3,15,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfaKYk0JvGUeOU9fq_T,3662,0.5,3,smallsharpT,experiment,3,16,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfaK_b-aT3x-g3WkrWW,4609,0.5,1,smalldotT,experiment,3,17,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaKbYVUfRQi-mRwt_t,4962,0.5,9,smallsharpT,experiment,3,18,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,1,,12,1,1
-MfaKdPJShRx193p96QS,5547,0.5,0,smallsharpT,experiment,3,19,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,2,,6,0,1
-MfaKeUIrsVb2wLWY0Pe,2400,0.5,2,smalldotT,experiment,3,20,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaKg3dnC4v9WSE28mr,3465,0.5,2,smalldotT,experiment,3,21,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,2,,18,0,1
-MfaKiL3Sd02rVEPOGQ8,6296,0.5,5,smalldotT,experiment,3,22,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,3,,18,0,1
-MfaKjgwW5PdjyOyw6yH,2549,0.5,1,smallsharpT,experiment,3,23,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaKkxChe0wZj4mLmo_,2133,0.5,16,smalldotT,experiment,3,24,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaKmBasRikcS6t2BAD,2076,0.5,10,smallsharpT,experiment,3,25,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smalldotT,1,,12,1,1
-MfaKnZGsnbZPY5gsQzh,2607,0.5,0,smallsharpT,experiment,3,26,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfaKom8b0hP3L04YG09,1971,0.5,3,smallsharpT,experiment,3,27,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfaKqRA-jgjqnUj6W7a,3783,0.5,7,smalldotT,experiment,3,28,0,,1,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfaKsSd9F_14s0ZY1NG,5280,0.5,17,smallsharpT,experiment,3,29,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfaKtdxfChif94Cr4UH,1877,0.5,16,smallsharpT,experiment,3,30,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,2,,18,0,1
-MfaKvC_NxB7RLtcsSGg,3369,0.5,1,smallsharpT,experiment,3,31,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfaKwV84AOJoAtgQgKY,2272,0.5,1,smallsharpT,experiment,3,32,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,4,,6,0,1
-MfaKxRBoDAmxDsq_sVK,1823,0.5,3,smallsharpT,experiment,3,33,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowRight,smallsharpT,5,,6,0,1
-MfaKzNVCxvFYnQMhXDW,4955,0.5,1,smalldotT,experiment,3,34,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfaL-v_fNexwSwZvRtv,3338,0.5,10,smallsharpT,experiment,3,35,0,,0,smallSharp_and_smallDot,AT6OT5K5Z4V0J,0,,ArrowLeft,smalldotT,1,,12,1,1
