,_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
0,-MfaN4pb7oB830cc7G1b,7522,0.5,4,smallsharpT,practice,3,1,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,none,1,,18,1,1
1,-MfaN5oJtK56u3zLaHoT,1306,0.5,9,smallsharpT,practice,3,2,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,12,0,1
2,-MfaN7kIEc1jiyNy2ij8,5921,0.5,7,smallsharpT,practice,3,3,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,3,,18,0,1
3,-MfaN8q2M0604KluJWOc,2451,0.5,2,smalldotT,practice,3,4,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
4,-MfaNCUsVVXlwECXVKQ6,11944,0.5,6,smallsharpT,practice,3,5,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
5,-MfaNEABmKPmd6_xBzhb,3855,0.5,3,smalldotT,practice,3,6,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
6,-MfaNGOsF5tfaGbjqczk,6113,0.5,0,smalldotT,practice,3,7,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
7,-MfaNHqKDYbGqM_lC4JR,2893,0.5,3,smallsharpT,practice,3,8,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
8,-MfaNKdwHdxPogn8OClr,8477,0.5,6,smallsharpT,practice,3,9,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,12,0,1
9,-MfaNLxWUH8K998F8517,2327,0.5,2,smallsharpT,practice,3,10,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,3,,6,0,1
10,-MfaNO6pRBdLR8EwsyhB,6847,0.5,5,smallsharpT,experiment,3,11,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,4,,6,0,1
11,-MfaNPWO79Tuou92WYyJ,2710,0.5,4,smallsharpT,experiment,3,12,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,5,,6,0,1
12,-MfaNUikiM6h7c6VAYJW,18314,0.5,2,smallsharpT,experiment,3,13,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,6,,12,0,1
13,-MfaNVeq3Lw2e9Z5HFM4,1837,0.5,3,smalldotT,experiment,3,14,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
14,-MfaNXWCensEupUKdj7R,4551,0.5,9,smalldotT,experiment,3,15,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,12,0,1
15,-MfaNZRk6WcKJXunaj7z,4888,0.5,0,smalldotT,experiment,3,16,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,6,0,1
16,-MfaN_yFucOONzVCyRjz,3237,0.5,3,smallsharpT,experiment,3,17,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
17,-MfaNhCUaNSa1HxPt1VV,26633,0.5,2,smalldotT,experiment,3,18,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
18,-MfaNiWraRFhJN0VC-yl,3389,0.5,0,smalldotT,experiment,3,19,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
19,-MfaNnC31sZS_scgDogb,16133,0.5,0,smallsharpT,experiment,3,20,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
20,-MfaNpSG7IJ64s-0l6zG,6207,0.5,3,smalldotT,experiment,3,21,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
21,-MfaNr8K3OMDMap1te1q,3906,0.5,0,smalldotT,experiment,3,22,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
22,-MfaNsKIELGdgrc4OP_T,1855,0.5,5,smallsharpT,experiment,3,23,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
23,-MfaNuHbwz5XFr1UniMt,5009,0.5,7,smallsharpT,experiment,3,24,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,18,0,1
24,-MfaNvgMd2SouVkwPeK4,2735,0.5,0,smalldotT,experiment,3,25,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
25,-MfaNyZMXd2r1CSpjK7T,9761,0.5,10,smalldotT,experiment,3,26,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
26,-MfaNzfgw8Q5pYaSJKPs,2555,0.5,12,smalldotT,experiment,3,27,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,3,,18,0,1
27,-MfaO-iL3h9kdsexSNUC,2262,0.5,11,smalldotT,experiment,3,28,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,4,,12,0,1
28,-MfaO1lHisBFgecx2EhU,6366,0.5,12,smallsharpT,experiment,3,29,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,18,1,1
29,-MfaO2vtnCvGfGSgD4Cv,2761,0.5,7,smalldotT,experiment,3,30,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
30,-MfaO4DoinHSv1pJqbJJ,2290,0.5,2,smalldotT,experiment,3,31,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
31,-MfaO5iMiiAzuMj-4-hD,3094,0.5,3,smallsharpT,experiment,3,32,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,18,1,1
32,-MfaO6YzJefsvjR3oCHi,1420,0.5,3,smalldotT,experiment,3,33,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
33,-MfaO7v6hIQz4yMKr1mJ,2556,0.5,6,smalldotT,experiment,3,34,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,12,0,1
34,-MfaO8uzPID3itsBAraG,2073,0.5,5,smallsharpT,experiment,3,35,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
35,-MfaOA4lTClbdv_yb-Hq,2773,0.5,16,smalldotT,experiment,3,36,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
36,-MfaOB7xvmHOFmu58GR6,2285,0.5,3,smalldotT,experiment,3,37,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
37,-MfaOCdlLtZ2NhdlG-AO,4189,0.5,15,smallsharpT,experiment,3,38,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,18,1,1
38,-MfaODOYmdwSJ-0qHFSf,1047,0.5,4,smalldotT,experiment,3,39,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
39,-MfaOEG2n8rRVm1c75oh,1541,0.5,0,smalldotT,experiment,3,40,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,12,0,1
40,-MfaOFaIaueRogCENS6Z,2439,0.5,9,smallsharpT,experiment,3,41,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
41,-MfaOGXGBCyf6AYjRFKM,1831,0.5,14,smalldotT,experiment,3,42,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
42,-MfaOHLyQLLfYw22pDOR,1360,0.5,15,smalldotT,experiment,3,43,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
43,-MfaOIbt8DVr2LmWflf9,2157,0.5,0,smallsharpT,experiment,3,44,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
44,-MfaOK3c_qh2JBWq3bMd,2922,0.5,7,smallsharpT,experiment,3,45,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,12,0,1
45,-MfaOL0rJB-LM7624NZz,1909,0.5,0,smallsharpT,experiment,3,46,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,3,,18,0,1
46,-MfaON9ESHpqK5vwig-y,5708,0.5,1,smalldotT,experiment,3,47,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
47,-MfaOOtFzjXziDM_rofl,4088,0.5,7,smalldotT,experiment,3,48,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
48,-MfaOQ8u5wfDsHg_UnLi,2140,0.5,9,smallsharpT,experiment,3,49,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,18,1,1
49,-MfaORhYIQINmodvZIaE,3353,0.5,4,smallsharpT,experiment,3,50,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,12,0,1
50,-MfaOTAbXxH-YpH9dXz2,3014,0.5,9,smallsharpT,experiment,3,51,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,3,,12,0,1
51,-MfaOUM8PmCMSPunUHbQ,2818,0.5,5,smallsharpT,experiment,3,52,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,4,,6,0,1
52,-MfaOV8QaZaDC1Yptieb,1208,0.5,4,smalldotT,experiment,3,53,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,6,1,1
53,-MfaOWGjySxk_k-5pDnS,2614,0.5,5,smalldotT,experiment,3,54,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
54,-MfaOXMg23fuHG6blY-3,1462,0.5,6,smalldotT,experiment,3,55,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,12,0,1
55,-MfaOYBevm3G676lwtEX,1382,0.5,11,smalldotT,experiment,3,56,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,4,,12,0,1
56,-MfaOZFUPPBocNIctzW5,1335,0.5,11,smalldotT,experiment,3,57,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,5,,12,0,1
57,-MfaO_IiitaPR16KjfzX,1278,0.5,0,smalldotT,experiment,3,58,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,6,,6,0,1
58,-MfaOacLT0w_OoxjKbod,2404,0.5,9,smallsharpT,experiment,3,59,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,12,1,1
59,-MfaObupNqPkdcnjRxK1,2261,0.5,2,smallsharpT,experiment,3,60,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,12,0,1
60,-MfaOcvBMqFqB3B3ZZbl,1112,0.5,1,smalldotT,experiment,3,61,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
61,-MfaOeXbJdJT6Ot7Aiq-,3592,0.5,5,smallsharpT,experiment,3,62,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,12,1,1
62,-MfaOfu5mULDF-EUCxT8,2577,0.5,3,smallsharpT,experiment,3,63,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,12,0,1
63,-MfaOgui9_3DNrhU8fO9,1105,0.5,0,smalldotT,experiment,3,64,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
64,-MfaOiNTfhs2lCII7fcK,3989,0.5,8,smalldotT,experiment,3,65,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
65,-MfaOmUbbs4X8uBTbzgI,14831,0.5,5,smalldotT,experiment,3,66,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,18,0,1
66,-MfaOp6Xn5Qv2UbzYk7t,7733,0.5,7,smallsharpT,experiment,3,67,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
67,-MfaOqSeDufV9_31ePvt,3505,0.5,15,smalldotT,experiment,3,68,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
68,-MfaOrTsSgeujT-q1CTv,2165,0.5,4,smallsharpT,experiment,3,69,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
69,-MfaOsaRL7NqRJNGXg2X,1563,0.5,4,smallsharpT,experiment,3,70,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,6,0,1
70,-MfaOtguA_LL9qN9eOHR,1489,0.5,11,smalldotT,experiment,3,71,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
71,-MfaOuv40jyfe-wX2Kwj,1990,0.5,10,smalldotT,experiment,3,72,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
72,-MfaOvn309c-JD5LIRqO,1568,0.5,4,smallsharpT,experiment,3,73,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,12,1,1
73,-MfaOwmWAHKxBtfdjcd6,1046,0.5,4,smallsharpT,experiment,3,74,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,6,0,1
74,-MfaOz_tIjaGPGmQBXJJ,8462,0.5,0,smallsharpT,experiment,3,75,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,3,,18,0,1
75,-MfaP-WKfDjjDqCE9W0O,1799,0.5,12,smallsharpT,experiment,3,76,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,4,,18,0,1
76,-MfaP0HU1ihPkmpfmFKV,1137,0.5,7,smalldotT,experiment,3,77,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
77,-MfaP2gYWcs4NTk08KqM,7848,0.5,16,smallsharpT,experiment,3,78,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,18,1,1
78,-MfaP3dIeBxeJ2KIRev1,881,0.5,5,smalldotT,experiment,3,79,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
79,-MfaP5ZbMgSMbAn8hMvk,4888,0.5,11,smalldotT,experiment,3,80,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
80,-MfaP6m8qCGZN-RkVzTj,1956,0.5,16,smallsharpT,experiment,3,81,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
81,-MfaP7lEOFPTzTLWL10D,2029,0.5,4,smallsharpT,experiment,3,82,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,18,0,1
82,-MfaP8r_1KTmNB8-SKO7,1473,0.5,0,smalldotT,experiment,3,83,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
83,-MfaP9udO40ARO1V1M-H,2279,0.5,3,smallsharpT,experiment,3,84,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
84,-MfaPB0TdyBM5h09HYu3,1523,0.5,3,smalldotT,experiment,3,85,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,18,1,1
85,-MfaPC724EyaM9LyyOGu,1502,0.5,0,smallsharpT,experiment,3,86,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
86,-MfaPD3ODcFKhRgD2n6R,1852,0.5,3,smalldotT,experiment,3,87,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
87,-MfaPDvXS0Tnb5xKvbYm,1520,0.5,2,smallsharpT,experiment,3,88,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
88,-MfaPFf3wxGou1-ziyz-,4125,0.5,17,smallsharpT,experiment,3,89,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,18,0,1
89,-MfaPGQZJ-sZFNack6bs,1091,0.5,2,smalldotT,experiment,3,90,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,6,1,1
90,-MfaPHVGGGPUabXBH3nd,2390,0.5,5,smalldotT,experiment,3,91,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
91,-MfaPIUHiqvndi9zTeNM,1016,0.5,6,smalldotT,experiment,3,92,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,3,,12,0,1
92,-MfaPJdmrudl4ahifwNC,1756,0.5,8,smalldotT,experiment,3,93,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,4,,18,0,1
93,-MfaPKa6fDSc2MrC0fFm,848,0.5,2,smalldotT,experiment,3,94,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,5,,6,0,1
94,-MfaPM3F-CU2GvEFPac0,3014,0.5,6,smallsharpT,experiment,3,95,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
95,-MfaPND18YEe3jFhj4z5,1713,0.5,8,smalldotT,experiment,3,96,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
96,-MfaPOIRzdtLPH1ctXVs,1426,0.5,3,smallsharpT,experiment,3,97,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
97,-MfaPPJ2e57H_JW9Lx3n,1108,0.5,0,smalldotT,experiment,3,98,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,6,1,1
98,-MfaPQcru8AG0ZmgcZsE,2413,0.5,2,smallsharpT,experiment,3,99,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
99,-MfaPRhY_mmVIFFBqbSk,1392,0.5,5,smallsharpT,experiment,3,100,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,6,0,1
100,-MfaPVi9sfVHkqLxuIZj,13395,0.5,15,smalldotT,experiment,3,101,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
101,-MfaPXDvjDHNL6MFfGKE,3175,0.5,1,smalldotT,experiment,3,102,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,18,0,1
102,-MfaPYLJzFLCbqjkxyUP,1547,0.5,10,smalldotT,experiment,3,103,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,3,,18,0,1
103,-MfaPZBy--ceKWrFgh9M,1485,0.5,0,smallsharpT,experiment,3,104,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
104,-MfaP__sduIDnIw709jn,3677,0.5,6,smalldotT,experiment,3,105,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
105,-MfaPaUqymLkpXb-YKzh,1696,0.5,2,smalldotT,experiment,3,106,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,12,0,1
106,-MfaPbXDfSvHkTN50JxP,2240,0.5,4,smalldotT,experiment,3,107,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,3,,12,0,1
107,-MfaPcda0jmDfiw24FFh,2552,0.5,2,smallsharpT,experiment,3,108,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
108,-MfaPdl_E5EAW4tMn6Bj,1605,0.5,3,smalldotT,experiment,3,109,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
109,-MfaPfFGwg8N3XAfaWou,3034,0.5,3,smallsharpT,experiment,3,110,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,12,1,1
110,-MfaPgbNg7UBeJyvgWh8,2567,0.5,9,smallsharpT,experiment,3,111,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,18,0,1
111,-MfaPhxX3SEix0xV0bVc,2500,0.5,5,smallsharpT,experiment,3,112,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,3,,6,0,1
112,-MfaPjKRRchByGoo5DWu,2608,0.5,3,smalldotT,experiment,3,113,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,18,1,1
113,-MfaPkNVdMYjPBgy5lOi,1282,0.5,3,smalldotT,experiment,3,114,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
114,-MfaPlPgjh4vLd3ehrjU,1231,0.5,3,smalldotT,experiment,3,115,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,6,0,1
115,-MfaPn-pZApjQSglkdU3,3527,0.5,13,smallsharpT,experiment,3,116,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
116,-MfaPnzuQ1f-9lvoJQLX,1016,0.5,2,smalldotT,experiment,3,117,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
117,-MfaPovWfaHEpaGetvIh,800,0.5,8,smalldotT,experiment,3,118,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,12,0,1
118,-MfaPq0M_-GfeHJnAQUZ,1455,0.5,1,smallsharpT,experiment,3,119,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
119,-MfaPqjFEgCZCMmx7OT9,933,0.5,3,smalldotT,experiment,3,120,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,6,1,1
120,-MfaPsn5zx2NSDsMe6r3,6425,0.5,4,smallsharpT,experiment,3,121,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
121,-MfaPthi4Je65raSAzOM,740,0.5,8,smallsharpT,experiment,3,122,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,18,0,1
122,-MfaPuyzAznZejYGLTEh,2191,0.5,5,smalldotT,experiment,3,123,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
123,-MfaPw6TyekYnav4nSL4,1637,0.5,1,smallsharpT,experiment,3,124,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
124,-MfaPxYXUlhi-wZVOw-p,2877,0.5,7,smalldotT,experiment,3,125,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
125,-MfaQ-BTrGfIu03pOdCW,7800,0.5,14,smalldotT,experiment,3,126,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
126,-MfaQ0CkW1vbQlkLPd8s,1159,0.5,5,smalldotT,experiment,3,127,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,12,0,1
127,-MfaQ1h2y--vNG-8bjIU,3082,0.5,8,smallsharpT,experiment,3,128,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,12,1,1
128,-MfaQ2n8iuTGhUZgwsDc,1467,0.5,2,smalldotT,experiment,3,129,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,6,1,1
129,-MfaQ3tjxhG5testrMZY,1487,0.5,2,smallsharpT,experiment,3,130,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
130,-MfaQ50Uwex_Lq954wUr,2586,0.5,8,smalldotT,experiment,3,131,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,1,,12,1,1
131,-MfaQ5menJqvQr2CvBoi,1137,0.5,13,smalldotT,experiment,3,132,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,18,0,1
132,-MfaQ6oEAo4gUR6NMpfQ,1182,0.5,0,smalldotT,experiment,3,133,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,6,0,1
133,-MfaQ7o2JpaYVNOuhCCT,1058,0.5,2,smalldotT,experiment,3,134,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,4,,12,0,1
