_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfaN4pb7oB830cc7G1b,7522,0.5,4,smallsharpT,practice,3,1,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,none,1,,18,1,1
-MfaN5oJtK56u3zLaHoT,1306,0.5,9,smallsharpT,practice,3,2,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfaN7kIEc1jiyNy2ij8,5921,0.5,7,smallsharpT,practice,3,3,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfaN8q2M0604KluJWOc,2451,0.5,2,smalldotT,practice,3,4,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfaNCUsVVXlwECXVKQ6,11944,0.5,6,smallsharpT,practice,3,5,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfaNEABmKPmd6_xBzhb,3855,0.5,3,smalldotT,practice,3,6,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfaNGOsF5tfaGbjqczk,6113,0.5,0,smalldotT,practice,3,7,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfaNHqKDYbGqM_lC4JR,2893,0.5,3,smallsharpT,practice,3,8,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaNKdwHdxPogn8OClr,8477,0.5,6,smallsharpT,practice,3,9,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfaNLxWUH8K998F8517,2327,0.5,2,smallsharpT,practice,3,10,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,3,,6,0,1
-MfaNO6pRBdLR8EwsyhB,6847,0.5,5,smallsharpT,experiment,3,11,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,4,,6,0,1
-MfaNPWO79Tuou92WYyJ,2710,0.5,4,smallsharpT,experiment,3,12,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smallsharpT,5,,6,0,1
-MfaNUikiM6h7c6VAYJW,18314,0.5,2,smallsharpT,experiment,3,13,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,6,,12,0,1
-MfaNVeq3Lw2e9Z5HFM4,1837,0.5,3,smalldotT,experiment,3,14,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfaNXWCensEupUKdj7R,4551,0.5,9,smalldotT,experiment,3,15,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,2,,12,0,1
-MfaNZRk6WcKJXunaj7z,4888,0.5,0,smalldotT,experiment,3,16,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,3,,6,0,1
-MfaN_yFucOONzVCyRjz,3237,0.5,3,smallsharpT,experiment,3,17,0,,1,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaNhCUaNSa1HxPt1VV,26633,0.5,2,smalldotT,experiment,3,18,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaNiWraRFhJN0VC-yl,3389,0.5,0,smalldotT,experiment,3,19,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfaNnC31sZS_scgDogb,16133,0.5,0,smallsharpT,experiment,3,20,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaNpSG7IJ64s-0l6zG,6207,0.5,3,smalldotT,experiment,3,21,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfaNr8K3OMDMap1te1q,3906,0.5,0,smalldotT,experiment,3,22,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfaNsKIELGdgrc4OP_T,1855,0.5,5,smallsharpT,experiment,3,23,0,,0,smallSharp_and_smallDot,A10AVWALIHR4UQ,0,,ArrowRight,smalldotT,1,,6,1,1
