_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfaTlt_H_KhsdTRI4oB,1923,0.5,10,smalldotT,practice,3,1,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,none,1,,18,1,1
-MfaTmeeYB57XuheCwS5,222,0.5,14,smallsharpT,practice,3,2,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,18,1,1
-MfaTnVXe6ePxQvKUDSk,447,0.5,9,smallsharpT,practice,3,3,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfaToUZJrhdxOqyT-VQ,1026,0.5,11,smalldotT,practice,3,4,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfaTpMtuWWnu6jy5a7y,594,0.5,15,smallsharpT,practice,3,5,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfaTqCOceIkv_D3g5Eo,418,0.5,0,smallsharpT,practice,3,6,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfaTr2baD65yb9iWC7b,460,0.5,4,smalldotT,practice,3,7,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfaTs4cSpXnERByJAKP,1218,0.5,1,smalldotT,practice,3,8,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfaTsw1106WWzxkvBkB,472,0.5,3,smallsharpT,practice,3,9,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaTtxpR7M6gSEEKBm_,1203,0.5,1,smallsharpT,practice,3,10,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfaTvI0L2h6g9pPj0IS,2444,0.5,5,smalldotT,experiment,3,11,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfaTwK_L0105NKm6Uh_,1251,0.5,7,smallsharpT,experiment,3,12,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,18,1,1
-MfaTxakxzI1BMCnGnKk,2182,0.5,8,smallsharpT,experiment,3,13,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfaTyc9LBoGLCMISbF5,1177,0.5,1,smallsharpT,experiment,3,14,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfaTzeDSghLmqPsHoAz,1218,0.5,0,smallsharpT,experiment,3,15,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,4,,6,0,1
-MfaU-gEqHNKb9d5Al3x,1218,0.5,4,smalldotT,experiment,3,16,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfaU0gZqbllAVEKMVHJ,1111,0.5,2,smalldotT,experiment,3,17,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,2,,18,0,1
-MfaU1luNFSxe3s-x_J7,1431,0.5,1,smalldotT,experiment,3,18,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,3,,6,0,1
-MfaU2oL1BgWuUuy2yE_,1242,0.5,3,smallsharpT,experiment,3,19,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaU3pGrmYzEdJZ4l2p,1146,0.5,15,smallsharpT,experiment,3,20,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfaU53WRh0pi9-Q1P_9,2060,0.5,0,smalldotT,experiment,3,21,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfaU6LuSfxee8wD_ycF,2266,0.5,3,smalldotT,experiment,3,22,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,2,,12,0,1
-MfaU7Vsz4ANft5AKM94,1723,0.5,16,smallsharpT,experiment,3,23,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,18,1,1
-MfaU8thoEId9YDxo1We,2675,0.5,9,smallsharpT,experiment,3,24,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfaUA-5MuKCo6qBuvHp,1497,0.5,9,smallsharpT,experiment,3,25,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,3,,18,0,1
-MfaUB8uA8USWZN4kBPg,1712,0.5,2,smalldotT,experiment,3,26,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfaUC6kmQs2ha0jIvtY,951,0.5,1,smallsharpT,experiment,3,27,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,6,1,1
-MfaUDEEgbWd6I3x3Rrk,1570,0.5,6,smallsharpT,experiment,3,28,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfaUERhqQl3AjIoN4v9,1950,0.5,17,smallsharpT,experiment,3,29,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfaUJWMT2TFyqsrjaGB,17583,0.5,11,smalldotT,experiment,3,30,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaUKlWRd42UInIKyxX,2119,0.5,2,smalldotT,experiment,3,31,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,2,,6,0,1
-MfaUMGd6cuV1xOjgKa3,3141,0.5,7,smalldotT,experiment,3,32,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,3,,12,0,1
-MfaUNPFBxehazsVlZls,1641,0.5,1,smalldotT,experiment,3,33,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,4,,12,0,1
-MfaUOg50Q1hgAg-IaFA,2230,0.5,17,smalldotT,experiment,3,34,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,5,,18,0,1
-MfaUQHZr7KEkQg4wWeO,3548,0.5,5,smalldotT,experiment,3,35,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,6,,6,0,1
-MfaURUYcZybWlIk1C-f,1920,0.5,9,smalldotT,experiment,3,36,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,7,,12,0,1
-MfaUSX_c2BE4VNUoPVN,1279,0.5,0,smallsharpT,experiment,3,37,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaUTW03rsIGyqdnsOK,988,0.5,5,smallsharpT,experiment,3,38,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfaUVBLy37D3QR6zK12,3858,0.5,15,smallsharpT,experiment,3,39,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfaUWKB5dWrpwSNprSD,1651,0.5,5,smallsharpT,experiment,3,40,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,4,,6,0,1
-MfaUXNPCR5maWkmTi3y,1293,0.5,5,smallsharpT,experiment,3,41,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,5,,18,0,1
-MfaUYOebcbcav0Mx2hj,1166,0.5,0,smallsharpT,experiment,3,42,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,6,,18,0,1
-MfaUZQ9JLo30DYt-clq,1182,0.5,16,smalldotT,experiment,3,43,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaU_NVSue4yz_KxsxP,919,0.5,2,smalldotT,experiment,3,44,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,2,,12,0,1
-MfaUaVafK00c5js1nwO,1602,0.5,2,smalldotT,experiment,3,45,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,3,,6,0,1
-MfaUbllEyz7smt2kP5h,2188,0.5,2,smalldotT,experiment,3,46,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,4,,6,0,1
-MfaUckUvHN5FmfqGD6X,1006,0.5,0,smallsharpT,experiment,3,47,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfaUdfsEq-by5PBtSa7,791,0.5,3,smallsharpT,experiment,3,48,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfaUerTaMsD6OP47vBi,1830,0.5,0,smallsharpT,experiment,3,49,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,3,,6,0,1
-MfaUg94kWTIlzH7WGMp,2279,0.5,0,smalldotT,experiment,3,50,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaUhNVhw_tsvvHaq9Z,2011,0.5,8,smalldotT,experiment,3,51,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,2,,12,0,1
-MfaUidl4IdHvF5Gjh1x,2191,0.5,6,smallsharpT,experiment,3,52,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfaUldpxQiNL2KVa_mn,9284,0.5,15,smallsharpT,experiment,3,53,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfaUmf9cH9wyZ0n85Yg,1177,0.5,4,smallsharpT,experiment,3,54,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfaUnmEqfhPA0hrpQcY,1541,0.5,5,smallsharpT,experiment,3,55,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,4,,18,0,1
-MfaUox148Z4UFsLFnpw,1784,0.5,5,smallsharpT,experiment,3,56,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,5,,6,0,1
-MfaUqBdIRG11OhFUHzN,2086,0.5,1,smalldotT,experiment,3,57,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaUrN9gc_h3o66Kc7H,1824,0.5,5,smallsharpT,experiment,3,58,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smalldotT,1,,18,1,1
-MfaUsUgPC7-Ja0QvpU7,1568,0.5,1,smallsharpT,experiment,3,59,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfaUtYIzjfv_FhhGPjb,1320,0.5,15,smalldotT,experiment,3,60,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfaUuUPUikQl0wXQVL7,837,0.5,11,smallsharpT,experiment,3,61,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfaUvWDy8JS-IkXyBap,1202,0.5,5,smalldotT,experiment,3,62,0,,0,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfaUwt9nobZ0OAXkcYR,2619,0.5,9,smallsharpT,experiment,3,63,0,,1,smallSharp_and_smallDot,ADVJB810K4OYR,0,,ArrowLeft,smalldotT,1,,12,1,1
