_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfYfFNC5AtoRsEcL1nf,4359,0.5,9,smallsharpT,practice,3,1,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,none,1,,18,1,1
-MfYfGmi1CvTRGsk2uCQ,3425,0.5,1,smallsharpT,practice,3,2,0,,1,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfYfI41VBYXAtOqV6Ky,2244,0.5,4,smalldotT,practice,3,3,0,,1,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYfJkG1EVvAdcCu1mj,3829,0.5,0,smalldotT,practice,3,4,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,2,,18,0,1
-MfYfKv8MCYI9eKAOKmy,1770,0.5,2,smalldotT,practice,3,5,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,3,,6,0,1
-MfYfLw76ilSlkKlrip4,1139,0.5,1,smalldotT,practice,3,6,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,4,,12,0,1
-MfYfNm-idwc3exD3Myp,4515,0.5,9,smalldotT,practice,3,7,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,5,,18,0,1
-MfYfPhOJJSn581yj5QT,4864,0.5,10,smallsharpT,practice,3,8,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfYfR9GhswbYMpwwSPH,2916,0.5,2,smallsharpT,practice,3,9,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfYfSt8lUbSWvBSHotD,4077,0.5,4,smallsharpT,practice,3,10,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,3,,12,0,1
-MfYfTwQnBGWmpXSpJML,1288,0.5,9,smallsharpT,experiment,3,11,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,4,,12,0,1
-MfYfV0VCyo9jH343mdT,1394,0.5,4,smalldotT,experiment,3,12,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYfWTA11hZW0romS9M,2900,0.5,9,smallsharpT,experiment,3,13,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYfXiVw7WSvtFLSN5l,2106,0.5,2,smalldotT,experiment,3,14,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYfZCGpMfeZmRhpsfd,3036,0.5,16,smalldotT,experiment,3,15,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,2,,18,0,1
-MfYf_re-uc_ndrbLeh4,3771,0.5,12,smalldotT,experiment,3,16,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,3,,18,0,1
-MfYfbKifJNIC-fkSMuv,2992,0.5,0,smallsharpT,experiment,3,17,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfYfcnOgigqJtN1UM52,2969,0.5,4,smalldotT,experiment,3,18,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYfe5VqoeZLCbVxa5u,2298,0.5,1,smallsharpT,experiment,3,19,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfYffUdYwrTEQ1Q-ZrX,2675,0.5,0,smalldotT,experiment,3,20,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYfgnSCy35eDLgBqm5,2336,0.5,3,smalldotT,experiment,3,21,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,2,,18,0,1
-MfYfiJN4Ygc5QWeQW-K,3175,0.5,1,smalldotT,experiment,3,22,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,3,,18,0,1
-MfYfjo-UKEgNVNAkSYI,3087,0.5,0,smallsharpT,experiment,3,23,0,,1,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,1,,12,1,1
-MfYflMCnzpgsKliXCRM,3324,0.5,6,smallsharpT,experiment,3,24,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfYfnBbp70w7tLwZLmv,4500,0.5,2,smallsharpT,experiment,3,25,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfYfoT7Lkn4js5Turi5,2192,0.5,2,smalldotT,experiment,3,26,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYfpgVcOXI9GWBTSla,1994,0.5,1,smalldotT,experiment,3,27,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,2,,6,0,1
-MfYfqzrrYYi1gd7gfZY,2308,0.5,0,smalldotT,experiment,3,28,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,3,,12,0,1
-MfYfsdOf-ikpNE2VRNp,3723,0.5,16,smalldotT,experiment,3,29,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,4,,18,0,1
-MfYfuIbLx4OEXqR_2Le,3771,0.5,3,smalldotT,experiment,3,30,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,5,,18,0,1
-MfYfvP7-meUzvNVSdsc,1472,0.5,4,smalldotT,experiment,3,31,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,6,,6,0,1
-MfYfwVYimfeDyt12IwL,1487,0.5,8,smalldotT,experiment,3,32,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,7,,18,0,1
-MfYfxak7fEN_WUVj4NW,1457,0.5,2,smallsharpT,experiment,3,33,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfYfywU__YhpB9e1-mk,2460,0.5,6,smalldotT,experiment,3,34,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfYg-UsrCImmmI34Kxp,3317,0.5,14,smalldotT,experiment,3,35,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,2,,18,0,1
-MfYg0UcmkkAzyreOfjc,1046,0.5,8,smalldotT,experiment,3,36,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,3,,12,0,1
-MfYg1oMTuASINOpJQ96,2398,0.5,3,smallsharpT,experiment,3,37,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfYg36ETrAPe1HDpgX1,2277,0.5,10,smalldotT,experiment,3,38,0,,1,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfYg4B6YiGaCL7mWQhb,1378,0.5,2,smalldotT,experiment,3,39,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,2,,6,0,1
-MfYg5UjopOXp2XUSZ0P,2319,0.5,2,smalldotT,experiment,3,40,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,3,,12,0,1
-MfYg7MFXdJCMEjlhEDf,4620,0.5,7,smallsharpT,experiment,3,41,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYg91rFB8jWzFVTS2g,3872,0.5,1,smallsharpT,experiment,3,42,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfYgAAwEZPW0Jy4ZsYJ,1653,0.5,2,smallsharpT,experiment,3,43,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,3,,18,0,1
-MfYgBHrtLkT5LnM-SuG,1508,0.5,8,smalldotT,experiment,3,44,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowLeft,smallsharpT,1,,12,1,1
-MfYgCzrnvcOHNqAFSrr,3945,0.5,10,smallsharpT,experiment,3,45,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYgE82pXRm1qmgHRqX,1657,0.5,1,smalldotT,experiment,3,46,0,,0,smallSharp_and_smallDot,A1F9KLZGHE9DTA,0,,ArrowRight,smallsharpT,1,,6,1,1
