_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfYmFdIKZkorzbqKFkg,12281,0.5,11,smallsharpT,practice,3,1,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,none,1,,18,1,1
-MfYmIVR_9iQcAUL2BaX,9196,0.5,4,smalldotT,practice,3,2,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYmJlW9j_7EqB6bIcd,2188,0.5,1,smalldotT,practice,3,3,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,2,,18,0,1
-MfYmL0lHLjxhpc9Pii2,2134,0.5,5,smalldotT,practice,3,4,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,3,,6,0,1
-MfYmMke0nxjBvUndmEs,4096,0.5,3,smallsharpT,practice,3,5,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfYmP5NjOx4klCQN09d,7567,0.5,3,smalldotT,practice,3,6,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYmRBs-IhYcgNJboM1,5606,0.5,1,smallsharpT,practice,3,7,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,12,1,1
-MfYmT1c7aTTnIdDVSSJ,4535,0.5,5,smalldotT,practice,3,8,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYmULsb4QJw3DquBhE,2389,0.5,3,smalldotT,practice,3,9,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfYmVacSIFIYr5HoITZ,2101,0.5,5,smallsharpT,practice,3,10,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,6,1,1
-MfYmX4VHifKW2wQqKvg,3067,0.5,1,smallsharpT,experiment,3,11,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,2,,12,0,1
-MfYmY5coqLMCw_Ts-Im,1166,0.5,3,smallsharpT,experiment,3,12,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,3,,6,0,1
-MfYmZOsUfAJywiSe8hU,2326,0.5,15,smallsharpT,experiment,3,13,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,4,,18,0,1
-MfYm_jNo90B116AqT6r,2470,0.5,8,smallsharpT,experiment,3,14,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,5,,18,0,1
-MfYmalk728LKLA6cydn,1246,0.5,7,smallsharpT,experiment,3,15,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,6,,18,0,1
-MfYmcAsPOSFqm7Kxxv4,2753,0.5,11,smalldotT,experiment,3,16,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYmdEcs7hjS85JxhCx,1333,0.5,2,smalldotT,experiment,3,17,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,2,,6,0,1
-MfYmeVVgY_ACszDLRuL,2174,0.5,2,smalldotT,experiment,3,18,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,3,,6,0,1
-MfYmg3s1GAIGb9zGTUa,3423,0.5,5,smalldotT,experiment,3,19,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,4,,12,0,1
-MfYmj-FXV3JH9ZzjhwU,8990,0.5,16,smallsharpT,experiment,3,20,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYmkicwfnoy7a4Wt8G,4061,0.5,11,smallsharpT,experiment,3,21,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfYmm-lIpLv3O0ZTH6T,2254,0.5,9,smallsharpT,experiment,3,22,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfYmnZVgJ3t5Ixljuqz,3378,0.5,12,smallsharpT,experiment,3,23,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,4,,18,0,1
-MfYmpu-OaRc2rES5tnL,6566,0.5,13,smallsharpT,experiment,3,24,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,5,,18,0,1
-MfYmrMkHCrF6lauqWfD,2998,0.5,2,smalldotT,experiment,3,25,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYmsmEGNQaCgesoD55,2791,0.5,0,smallsharpT,experiment,3,26,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,6,1,1
-MfYmtyrt_hFyLEt22UD,1903,0.5,1,smalldotT,experiment,3,27,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYmv7rBRCqXKFW2wQ8,2720,0.5,6,smallsharpT,experiment,3,28,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfYmwGFKVnqezJ8zHw3,1629,0.5,5,smalldotT,experiment,3,29,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYmxXbUcUMmz1LM7k1,2205,0.5,15,smalldotT,experiment,3,30,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,2,,18,0,1
-MfYmyrzhpqMkuJPbl1S,2463,0.5,8,smallsharpT,experiment,3,31,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,12,1,1
-MfYn-WEXyzd_Owse9GX,3734,0.5,7,smalldotT,experiment,3,32,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfYn0YUB09puF5lU0S-,1237,0.5,3,smalldotT,experiment,3,33,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,2,,6,0,1
-MfYn3GN_02E5_Ea0BZJ,8127,0.5,16,smallsharpT,experiment,3,34,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYn5YzDS7FAPiaurrz,6378,0.5,2,smallsharpT,experiment,3,35,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfYn6eUiv68G5f_HkRp,1510,0.5,6,smalldotT,experiment,3,36,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYn8FU-hVsOR6YP1Ne,3526,0.5,12,smalldotT,experiment,3,37,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,2,,18,0,1
-MfYn9N6GLKxICbag5rW,1582,0.5,4,smalldotT,experiment,3,38,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,3,,6,0,1
-MfYnAYVe1joj35Y8zQY,1821,0.5,2,smallsharpT,experiment,3,39,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfYnBvM1XD-iqqL8P2X,2622,0.5,0,smallsharpT,experiment,3,40,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfYnD0VHp_v-L8GRDEZ,1487,0.5,5,smalldotT,experiment,3,41,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYnETj9pi1LQKgBvbw,2965,0.5,13,smallsharpT,experiment,3,42,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfYnFWr3Lgm3CHPCBnM,1294,0.5,2,smalldotT,experiment,3,43,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYnGZVT4zZRiVEg9hh,1262,0.5,5,smalldotT,experiment,3,44,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,2,,6,0,1
-MfYnIZk8ynLRd2D5fhl,5207,0.5,1,smallsharpT,experiment,3,45,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,12,1,1
-MfYnK1NFAV1iP4g4Brf,2991,0.5,7,smallsharpT,experiment,3,46,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,2,,18,0,1
-MfYnL0i1JhK9IpfqPmX,1052,0.5,8,smallsharpT,experiment,3,47,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfYnMRaOWFGES--YQka,2814,0.5,7,smallsharpT,experiment,3,48,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,4,,12,0,1
-MfYnNYaxr7_jlHBMwCW,1541,0.5,2,smalldotT,experiment,3,49,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYnOkyaGZpoKcs0rMh,1948,0.5,2,smalldotT,experiment,3,50,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,2,,6,0,1
-MfYnQlby4kmDzjzn5BN,5230,0.5,15,smalldotT,experiment,3,51,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,3,,18,0,1
-MfYnSnTXJgqXh4WTWrQ,5310,0.5,11,smallsharpT,experiment,3,52,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,1,,12,1,1
-MfYnTrDdb9vOlppnuXW,1334,0.5,9,smalldotT,experiment,3,53,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYnUtLwENCX-ncgJ4h,1229,0.5,4,smallsharpT,experiment,3,54,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfYnW-qcrbfaKLOouPX,1574,0.5,17,smallsharpT,experiment,3,55,0,,1,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smallsharpT,2,,18,0,1
-MfYnXZ5utR0Eznz2MC2,3349,0.5,1,smalldotT,experiment,3,56,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smallsharpT,1,,12,1,1
-MfYnYdakUUc3lxqnZXj,1444,0.5,12,smalldotT,experiment,3,57,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowRight,smalldotT,2,,18,0,1
-MfYnZe5Rks4ITWEhUqc,1122,0.5,2,smalldotT,experiment,3,58,0,,0,smallSharp_and_smallDot,A1LA6CIGBNDOH9,0,,ArrowLeft,smalldotT,3,,6,0,1
