_key,RT,SwitchProbability,TLoc,Ttype,blockReport,condition,counter,ctr,cuestr,error,experiment,initials,maskFlag,message,orientation,prevType,rep,response,setSize,switchFlag,yn
-MfYpGwLgCdKinQBr2Xn,1412,0.5,4,smallsharpT,practice,3,1,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,none,1,,6,1,1
-MfYpIB3W5eD4_2hPdcZ,2231,0.5,2,smalldotT,practice,3,2,0,,1,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYpN9u9-PC8vWXx6Gp,17384,0.5,16,smallsharpT,practice,3,3,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfYpOhmrXrXU2sAOZ1V,3310,0.5,15,smalldotT,practice,3,4,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYpQ4gYazuX-_3jJA_,2624,0.5,8,smallsharpT,practice,3,5,0,,1,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,1,,12,1,1
-MfYpRy38qCwqzTHYeYU,4686,0.5,15,smalldotT,practice,3,6,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYpUOZDPm4CCDkwb4-,6924,0.5,10,smallsharpT,practice,3,7,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,1,,18,1,1
-MfYpVgLE2mBH5_ezkfp,2277,0.5,5,smallsharpT,practice,3,8,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smallsharpT,2,,6,0,1
-MfYpXFq48BOYT2aLkKL,3409,0.5,4,smalldotT,practice,3,9,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYpZ6Dl7Zg--sKdMzT,4559,0.5,10,smalldotT,practice,3,10,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,2,,12,0,1
-MfYp_rN7d8z2gIIZMUS,4168,0.5,5,smallsharpT,experiment,3,11,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,1,,6,1,1
-MfYpbFFZV1kSAlOX3NB,2661,0.5,10,smallsharpT,experiment,3,12,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,2,,18,0,1
-MfYpcU0nDhVAVjTJf2N,2024,0.5,2,smalldotT,experiment,3,13,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,6,1,1
-MfYpdo00_GnK0i7ficu,2413,0.5,0,smallsharpT,experiment,3,14,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smalldotT,1,,6,1,1
-MfYpf0m9BIPZUJ0HFMq,1961,0.5,0,smallsharpT,experiment,3,15,0,,1,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,2,,6,0,1
-MfYpg6uSrTXytmi9dVh,1468,0.5,3,smalldotT,experiment,3,16,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smallsharpT,1,,6,1,1
-MfYphKIriVpGOH9GHib,1935,0.5,5,smallsharpT,experiment,3,17,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,1,,6,1,1
-MfYpia24xQtF_uU7Gc1,2153,0.5,9,smalldotT,experiment,3,18,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smallsharpT,1,,18,1,1
-MfYpjzRP_mRVM_yW5FB,2693,0.5,12,smalldotT,experiment,3,19,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smalldotT,2,,18,0,1
-MfYplXhlS9clWo0jAk4,3334,0.5,11,smallsharpT,experiment,3,20,0,,1,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smalldotT,1,,18,1,1
-MfYpoKzN39kqbKukErr,8460,0.5,2,smallsharpT,experiment,3,21,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,2,,12,0,1
-MfYpqTU2DfmzLcSX_98,5716,0.5,3,smallsharpT,experiment,3,22,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,3,,12,0,1
-MfYpsTcD51HG8HYIsiX,5174,0.5,4,smallsharpT,experiment,3,23,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowLeft,smallsharpT,4,,18,0,1
-MfYpvil2gpuVk6fyFYM,11312,0.5,13,smalldotT,experiment,3,24,0,,0,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smallsharpT,1,,18,1,1
-MfYpxfHgYOdogrNw5fV,4945,0.5,2,smallsharpT,experiment,3,25,0,,1,smallSharp_and_smallDot,ADA2WPKP73S4MBLK,0,,ArrowRight,smalldotT,1,,12,1,1
